TIER,VETERAN,WINS,REQUEST_REGION,INACTIVE,HOTSTREAK,QUEUE,LOSSES,FRESHBLOOD,SUMMONERNAME,LEAGUEPOINTS
MASTER,FALSE,248,euw1,FALSE,FALSE,RANKED_SOLO_5x5,225,FALSE,SololanesRefugee,195
MASTER,FALSE,501,euw1,FALSE,FALSE,RANKED_SOLO_5x5,464,TRUE,Lost My Blade,9
MASTER,FALSE,276,euw1,FALSE,FALSE,RANKED_SOLO_5x5,238,TRUE,daddy bardo,55
MASTER,FALSE,89,euw1,FALSE,FALSE,RANKED_SOLO_5x5,69,TRUE,Divine Wukong,80
MASTER,FALSE,167,euw1,FALSE,FALSE,RANKED_SOLO_5x5,142,FALSE,GWolfieG,248
MASTER,FALSE,51,euw1,FALSE,FALSE,RANKED_SOLO_5x5,42,TRUE,Relentless Ray,0
MASTER,FALSE,248,euw1,FALSE,FALSE,RANKED_SOLO_5x5,222,FALSE,PeberJack,341
MASTER,FALSE,435,euw1,FALSE,TRUE,RANKED_SOLO_5x5,411,TRUE,SHADOWSTOOKME,486
MASTER,FALSE,432,euw1,FALSE,FALSE,RANKED_SOLO_5x5,413,TRUE,NiuNai,467
MASTER,TRUE,467,euw1,FALSE,FALSE,RANKED_SOLO_5x5,429,FALSE,Harbo,406
MASTER,FALSE,99,euw1,FALSE,FALSE,RANKED_SOLO_5x5,71,FALSE,baskid,158
MASTER,FALSE,174,euw1,FALSE,TRUE,RANKED_SOLO_5x5,144,FALSE,Massen1,299
MASTER,FALSE,183,euw1,FALSE,FALSE,RANKED_SOLO_5x5,146,FALSE,Σ grindset,0
MASTER,TRUE,184,euw1,FALSE,FALSE,RANKED_SOLO_5x5,145,FALSE,Spearing,388
MASTER,TRUE,955,euw1,FALSE,FALSE,RANKED_SOLO_5x5,930,FALSE,DoubleG v2,122
MASTER,TRUE,614,euw1,FALSE,FALSE,RANKED_SOLO_5x5,595,FALSE,na strwsoume tpt,105
MASTER,TRUE,636,euw1,FALSE,FALSE,RANKED_SOLO_5x5,639,FALSE,Csókolom Mitzi,105
MASTER,FALSE,206,euw1,FALSE,FALSE,RANKED_SOLO_5x5,199,FALSE,iDømi,116
MASTER,TRUE,245,euw1,FALSE,TRUE,RANKED_SOLO_5x5,228,FALSE,Limonite,331
MASTER,FALSE,219,euw1,FALSE,FALSE,RANKED_SOLO_5x5,187,FALSE,Don Craydere,244
MASTER,FALSE,119,euw1,FALSE,FALSE,RANKED_SOLO_5x5,88,FALSE,Heąrtbreaker,213
MASTER,TRUE,301,euw1,FALSE,FALSE,RANKED_SOLO_5x5,295,FALSE,Hughie Campbell,166
MASTER,FALSE,155,euw1,FALSE,FALSE,RANKED_SOLO_5x5,123,FALSE,SloppyWalrusX,441
MASTER,FALSE,325,euw1,FALSE,FALSE,RANKED_SOLO_5x5,324,FALSE,LFT Tapinq,133
MASTER,FALSE,323,euw1,FALSE,TRUE,RANKED_SOLO_5x5,271,TRUE,Lotten Lindell,1
MASTER,FALSE,105,euw1,FALSE,FALSE,RANKED_SOLO_5x5,94,FALSE,Wιnd,0
MASTER,FALSE,343,euw1,FALSE,FALSE,RANKED_SOLO_5x5,296,TRUE,Fosse à purin,461
MASTER,TRUE,193,euw1,FALSE,FALSE,RANKED_SOLO_5x5,174,FALSE,Reveng3r,253
MASTER,FALSE,342,euw1,FALSE,TRUE,RANKED_SOLO_5x5,353,TRUE,Kaízen,1
MASTER,FALSE,150,euw1,FALSE,FALSE,RANKED_SOLO_5x5,131,TRUE,i sell this acc,25
MASTER,TRUE,239,euw1,FALSE,FALSE,RANKED_SOLO_5x5,229,FALSE,van Ďam,56
MASTER,FALSE,338,euw1,FALSE,TRUE,RANKED_SOLO_5x5,291,FALSE,nvidek,218
MASTER,TRUE,390,euw1,FALSE,FALSE,RANKED_SOLO_5x5,358,FALSE,cever21,177
MASTER,TRUE,438,euw1,FALSE,FALSE,RANKED_SOLO_5x5,419,FALSE,L9 BARACK OBAMA,239
MASTER,FALSE,666,euw1,FALSE,FALSE,RANKED_SOLO_5x5,634,TRUE,Envour,400
MASTER,TRUE,193,euw1,FALSE,FALSE,RANKED_SOLO_5x5,151,FALSE,Lforylliciqu,117
MASTER,TRUE,587,euw1,FALSE,FALSE,RANKED_SOLO_5x5,563,FALSE,shine on me,206
MASTER,FALSE,477,euw1,FALSE,FALSE,RANKED_SOLO_5x5,453,FALSE,Doktor Urf,408
MASTER,FALSE,439,euw1,FALSE,FALSE,RANKED_SOLO_5x5,424,TRUE,Kìmo,18
MASTER,TRUE,382,euw1,FALSE,FALSE,RANKED_SOLO_5x5,350,FALSE,Canard Mandarin,410
MASTER,FALSE,123,euw1,FALSE,FALSE,RANKED_SOLO_5x5,111,FALSE,Bommi,38
MASTER,FALSE,838,euw1,FALSE,FALSE,RANKED_SOLO_5x5,827,TRUE,KayyZeen v2,84
MASTER,TRUE,259,euw1,FALSE,FALSE,RANKED_SOLO_5x5,254,FALSE,Λrthur,202
MASTER,FALSE,330,euw1,FALSE,FALSE,RANKED_SOLO_5x5,323,FALSE,Bondo Petit,155
MASTER,FALSE,433,euw1,FALSE,FALSE,RANKED_SOLO_5x5,417,TRUE,CHENGIZKHAN,9
MASTER,FALSE,170,euw1,FALSE,FALSE,RANKED_SOLO_5x5,155,FALSE,NiIsson,80
MASTER,FALSE,93,euw1,FALSE,FALSE,RANKED_SOLO_5x5,75,FALSE,VladEnjoyer1,160
MASTER,FALSE,134,euw1,FALSE,FALSE,RANKED_SOLO_5x5,99,FALSE,Blind Chimpanzee,32
MASTER,FALSE,156,euw1,FALSE,TRUE,RANKED_SOLO_5x5,145,FALSE,BIGBRAINPRODIGY,132
MASTER,FALSE,91,euw1,FALSE,FALSE,RANKED_SOLO_5x5,81,FALSE,LionHeart Musa,132
MASTER,TRUE,251,euw1,FALSE,FALSE,RANKED_SOLO_5x5,211,FALSE,Γιούμι,143
MASTER,FALSE,300,euw1,FALSE,FALSE,RANKED_SOLO_5x5,298,TRUE,RAAD LickMyHeal,21
MASTER,FALSE,189,euw1,FALSE,TRUE,RANKED_SOLO_5x5,154,TRUE,BigYikesOnDaMic,1
MASTER,FALSE,474,euw1,FALSE,FALSE,RANKED_SOLO_5x5,459,FALSE,uniquemalik,9
MASTER,FALSE,328,euw1,FALSE,FALSE,RANKED_SOLO_5x5,286,FALSE,Jänna Morandi,187
MASTER,FALSE,155,euw1,FALSE,TRUE,RANKED_SOLO_5x5,103,FALSE,Kirre Eetu,140
MASTER,FALSE,189,euw1,FALSE,FALSE,RANKED_SOLO_5x5,158,TRUE,imnot10im420,54
MASTER,FALSE,417,euw1,FALSE,FALSE,RANKED_SOLO_5x5,422,FALSE,maddoxx mid acc,0
MASTER,FALSE,153,euw1,FALSE,FALSE,RANKED_SOLO_5x5,142,TRUE,Cuboño,114
MASTER,FALSE,50,euw1,FALSE,TRUE,RANKED_SOLO_5x5,22,TRUE,La vie 7 putte ,155
MASTER,FALSE,663,euw1,FALSE,FALSE,RANKED_SOLO_5x5,661,FALSE,Limsy,107
MASTER,FALSE,121,euw1,FALSE,FALSE,RANKED_SOLO_5x5,115,TRUE,0711 Pleb Hunter,11
MASTER,TRUE,1015,euw1,FALSE,TRUE,RANKED_SOLO_5x5,1020,FALSE,LFT Endorcer,135
MASTER,FALSE,172,euw1,FALSE,FALSE,RANKED_SOLO_5x5,187,FALSE,French Rekkles,37
MASTER,FALSE,265,euw1,FALSE,FALSE,RANKED_SOLO_5x5,244,TRUE,SiemaTutajBoczek,142
MASTER,FALSE,318,euw1,FALSE,FALSE,RANKED_SOLO_5x5,313,FALSE,Saomaro,337
MASTER,FALSE,413,euw1,FALSE,FALSE,RANKED_SOLO_5x5,362,FALSE,Destroyers3014,137
MASTER,FALSE,132,euw1,FALSE,TRUE,RANKED_SOLO_5x5,100,FALSE,Mikey 1v9,105
MASTER,FALSE,528,euw1,FALSE,TRUE,RANKED_SOLO_5x5,455,FALSE,Garow,110
MASTER,FALSE,231,euw1,FALSE,FALSE,RANKED_SOLO_5x5,211,FALSE,SOVEJA TAKEOVER,154
MASTER,FALSE,68,euw1,FALSE,FALSE,RANKED_SOLO_5x5,56,TRUE,3nacho,21
MASTER,TRUE,101,euw1,FALSE,FALSE,RANKED_SOLO_5x5,86,FALSE,SPX Nyah,329
MASTER,FALSE,183,euw1,FALSE,FALSE,RANKED_SOLO_5x5,151,FALSE,VRA PandaUj,248
MASTER,TRUE,233,euw1,FALSE,FALSE,RANKED_SOLO_5x5,203,FALSE,Tschaeng,380
MASTER,FALSE,598,euw1,FALSE,FALSE,RANKED_SOLO_5x5,587,TRUE,Lapin tueur,1
MASTER,TRUE,632,euw1,FALSE,FALSE,RANKED_SOLO_5x5,632,FALSE,SGE Ziffer9,130
MASTER,FALSE,138,euw1,FALSE,FALSE,RANKED_SOLO_5x5,134,FALSE,Awokên,35
MASTER,FALSE,409,euw1,FALSE,FALSE,RANKED_SOLO_5x5,422,TRUE,doggopacotaco,32
MASTER,FALSE,215,euw1,FALSE,FALSE,RANKED_SOLO_5x5,162,TRUE,Ap Ezreal btw,1
MASTER,FALSE,89,euw1,FALSE,FALSE,RANKED_SOLO_5x5,61,FALSE,leeroy360,0
MASTER,FALSE,124,euw1,FALSE,FALSE,RANKED_SOLO_5x5,84,FALSE,Slummeldorf,323
MASTER,FALSE,100,euw1,FALSE,FALSE,RANKED_SOLO_5x5,83,FALSE,Hοpeless,48
MASTER,FALSE,392,euw1,FALSE,FALSE,RANKED_SOLO_5x5,384,FALSE,Minamas,62
MASTER,FALSE,167,euw1,FALSE,FALSE,RANKED_SOLO_5x5,158,TRUE,Bruv Platypus,0
MASTER,FALSE,186,euw1,FALSE,FALSE,RANKED_SOLO_5x5,184,TRUE,Josephina StaIin,76
MASTER,TRUE,84,euw1,FALSE,TRUE,RANKED_SOLO_5x5,75,FALSE,paulixe,211
MASTER,FALSE,253,euw1,FALSE,FALSE,RANKED_SOLO_5x5,253,FALSE,Giovino,86
MASTER,FALSE,68,euw1,FALSE,FALSE,RANKED_SOLO_5x5,62,FALSE,ADASFHFAJ02,199
MASTER,TRUE,282,euw1,FALSE,FALSE,RANKED_SOLO_5x5,281,FALSE,            Süη,63
MASTER,FALSE,81,euw1,FALSE,TRUE,RANKED_SOLO_5x5,54,TRUE,T1 TlAN,1
MASTER,FALSE,133,euw1,FALSE,FALSE,RANKED_SOLO_5x5,117,TRUE,JustlnTime,13
MASTER,FALSE,201,euw1,FALSE,FALSE,RANKED_SOLO_5x5,184,FALSE,Last Chance 4S,312
MASTER,FALSE,225,euw1,FALSE,FALSE,RANKED_SOLO_5x5,189,FALSE,LYZEN,312
MASTER,FALSE,103,euw1,FALSE,FALSE,RANKED_SOLO_5x5,68,TRUE,Tenseco,0
MASTER,FALSE,299,euw1,FALSE,TRUE,RANKED_SOLO_5x5,271,FALSE,ETT Meneer KraBS,92
MASTER,FALSE,52,euw1,FALSE,FALSE,RANKED_SOLO_5x5,43,FALSE,A v r i ,94
MASTER,FALSE,196,euw1,FALSE,FALSE,RANKED_SOLO_5x5,185,FALSE,Ethan Winters x,167
MASTER,FALSE,85,euw1,FALSE,FALSE,RANKED_SOLO_5x5,51,TRUE,itsnotnewaccount,1
MASTER,FALSE,88,euw1,FALSE,TRUE,RANKED_SOLO_5x5,83,TRUE,Lauraya,68
MASTER,FALSE,411,euw1,FALSE,TRUE,RANKED_SOLO_5x5,374,TRUE,Bow to Ashe,1
MASTER,FALSE,536,euw1,FALSE,FALSE,RANKED_SOLO_5x5,527,FALSE,bartastic,408
MASTER,TRUE,250,euw1,FALSE,FALSE,RANKED_SOLO_5x5,216,FALSE,Emperφr,96
MASTER,FALSE,430,euw1,FALSE,FALSE,RANKED_SOLO_5x5,400,TRUE,Sneakster,26
MASTER,FALSE,186,euw1,FALSE,FALSE,RANKED_SOLO_5x5,153,FALSE,Ic3Te4,192
MASTER,FALSE,147,euw1,FALSE,FALSE,RANKED_SOLO_5x5,134,FALSE,balena11,17
MASTER,FALSE,174,euw1,FALSE,FALSE,RANKED_SOLO_5x5,152,FALSE,superbigfun,218
MASTER,FALSE,127,euw1,FALSE,TRUE,RANKED_SOLO_5x5,99,TRUE,U WANT CAWFFEE,1
MASTER,FALSE,34,euw1,FALSE,FALSE,RANKED_SOLO_5x5,22,TRUE,LV1 HiRit,109
MASTER,TRUE,558,euw1,FALSE,TRUE,RANKED_SOLO_5x5,548,FALSE,XayooFanboyy,251
MASTER,FALSE,84,euw1,FALSE,TRUE,RANKED_SOLO_5x5,66,TRUE,Wotch,34
MASTER,TRUE,218,euw1,FALSE,FALSE,RANKED_SOLO_5x5,214,FALSE,mute until chall,226
MASTER,TRUE,238,euw1,FALSE,FALSE,RANKED_SOLO_5x5,224,FALSE,Dilos95,210
MASTER,TRUE,395,euw1,FALSE,FALSE,RANKED_SOLO_5x5,379,FALSE,UnS Lhaun,230
MASTER,TRUE,124,euw1,FALSE,FALSE,RANKED_SOLO_5x5,105,FALSE,GaIio Gaming,243
MASTER,FALSE,362,euw1,FALSE,FALSE,RANKED_SOLO_5x5,349,FALSE,Damgos,180
MASTER,FALSE,265,euw1,FALSE,FALSE,RANKED_SOLO_5x5,237,FALSE,Rikala,86
MASTER,FALSE,89,euw1,FALSE,FALSE,RANKED_SOLO_5x5,63,FALSE,DattunDat,40
MASTER,FALSE,352,euw1,FALSE,FALSE,RANKED_SOLO_5x5,327,TRUE,Kandy Killer,83
MASTER,FALSE,57,euw1,FALSE,FALSE,RANKED_SOLO_5x5,59,FALSE,Zinédine Ziyad ,17
MASTER,FALSE,163,euw1,FALSE,FALSE,RANKED_SOLO_5x5,122,FALSE,Wood League,310
MASTER,FALSE,106,euw1,FALSE,FALSE,RANKED_SOLO_5x5,82,FALSE,milfhunterr,156
MASTER,FALSE,163,euw1,FALSE,FALSE,RANKED_SOLO_5x5,116,TRUE,chickenstrips22,1
MASTER,FALSE,228,euw1,FALSE,FALSE,RANKED_SOLO_5x5,203,FALSE,xTm YoxHell,63
MASTER,FALSE,312,euw1,FALSE,FALSE,RANKED_SOLO_5x5,273,FALSE,EUW ATRIS,265
MASTER,FALSE,211,euw1,FALSE,FALSE,RANKED_SOLO_5x5,199,TRUE,RufusGB,1
MASTER,FALSE,63,euw1,FALSE,FALSE,RANKED_SOLO_5x5,53,TRUE,LittIe Trouble,44
MASTER,FALSE,94,euw1,FALSE,TRUE,RANKED_SOLO_5x5,83,TRUE,Sypeh,1
MASTER,TRUE,212,euw1,FALSE,FALSE,RANKED_SOLO_5x5,159,FALSE,Tajlando,366
MASTER,FALSE,602,euw1,FALSE,FALSE,RANKED_SOLO_5x5,556,FALSE,2 Late For Mercy,144
MASTER,FALSE,67,euw1,FALSE,TRUE,RANKED_SOLO_5x5,55,FALSE,FantasyHaze,131
MASTER,FALSE,531,euw1,FALSE,FALSE,RANKED_SOLO_5x5,480,FALSE,League er dårlig,56
MASTER,TRUE,181,euw1,FALSE,FALSE,RANKED_SOLO_5x5,141,FALSE,5 stacks irelia,104
MASTER,FALSE,103,euw1,FALSE,FALSE,RANKED_SOLO_5x5,65,TRUE,johnwick32,150
MASTER,FALSE,66,euw1,FALSE,FALSE,RANKED_SOLO_5x5,46,FALSE,Monochrome Rose,134
MASTER,FALSE,336,euw1,FALSE,FALSE,RANKED_SOLO_5x5,300,FALSE,class clown,397
MASTER,TRUE,596,euw1,FALSE,FALSE,RANKED_SOLO_5x5,574,FALSE,BabR,352
MASTER,FALSE,67,euw1,FALSE,FALSE,RANKED_SOLO_5x5,63,TRUE,PlsFullClear,1
MASTER,TRUE,369,euw1,FALSE,TRUE,RANKED_SOLO_5x5,372,FALSE,PSV Mahonix,138
MASTER,FALSE,155,euw1,FALSE,FALSE,RANKED_SOLO_5x5,143,FALSE,UBER SOSA 666,117
MASTER,FALSE,56,euw1,FALSE,FALSE,RANKED_SOLO_5x5,48,FALSE,Akuma Ashi,0
MASTER,TRUE,284,euw1,FALSE,FALSE,RANKED_SOLO_5x5,284,FALSE,Streamer Sniper ,119
MASTER,FALSE,209,euw1,FALSE,FALSE,RANKED_SOLO_5x5,182,TRUE,mellow skies,456
MASTER,FALSE,396,euw1,FALSE,FALSE,RANKED_SOLO_5x5,369,TRUE,S0bek,425
MASTER,FALSE,120,euw1,FALSE,FALSE,RANKED_SOLO_5x5,107,FALSE,Yourek,138
MASTER,FALSE,154,euw1,FALSE,FALSE,RANKED_SOLO_5x5,135,FALSE,Arbman,98
MASTER,FALSE,122,euw1,FALSE,FALSE,RANKED_SOLO_5x5,106,TRUE,Zero MentaI,0
MASTER,TRUE,469,euw1,FALSE,FALSE,RANKED_SOLO_5x5,458,FALSE,avlid mig ,75
MASTER,TRUE,145,euw1,FALSE,FALSE,RANKED_SOLO_5x5,122,FALSE,Budget LlDER,140
MASTER,FALSE,1045,euw1,FALSE,TRUE,RANKED_SOLO_5x5,996,TRUE,wIMay,49
MASTER,FALSE,822,euw1,FALSE,TRUE,RANKED_SOLO_5x5,779,FALSE,Papace,278
MASTER,TRUE,122,euw1,FALSE,FALSE,RANKED_SOLO_5x5,90,FALSE,Fr33 Juke,279
MASTER,FALSE,361,euw1,FALSE,FALSE,RANKED_SOLO_5x5,330,TRUE,Medium Cowboy,19
MASTER,FALSE,188,euw1,FALSE,FALSE,RANKED_SOLO_5x5,171,FALSE,Irvig,180
MASTER,FALSE,178,euw1,FALSE,FALSE,RANKED_SOLO_5x5,165,FALSE,AFW The Kong,95
MASTER,TRUE,586,euw1,FALSE,FALSE,RANKED_SOLO_5x5,583,FALSE,M X D N I G H T,203
MASTER,FALSE,184,euw1,FALSE,FALSE,RANKED_SOLO_5x5,167,FALSE,NIGHTMAREZZZ,352
MASTER,FALSE,267,euw1,FALSE,FALSE,RANKED_SOLO_5x5,214,FALSE,Vakulich,404
MASTER,FALSE,59,euw1,FALSE,FALSE,RANKED_SOLO_5x5,62,TRUE,BeeBeeEss,0
MASTER,TRUE,465,euw1,FALSE,FALSE,RANKED_SOLO_5x5,456,FALSE,jnhdc,128
MASTER,TRUE,335,euw1,FALSE,FALSE,RANKED_SOLO_5x5,280,FALSE,Enyfedytha,45
MASTER,TRUE,265,euw1,FALSE,FALSE,RANKED_SOLO_5x5,259,FALSE, Sthenios,277
MASTER,FALSE,252,euw1,FALSE,TRUE,RANKED_SOLO_5x5,180,TRUE,diamondRsubhuman,1
MASTER,FALSE,234,euw1,FALSE,FALSE,RANKED_SOLO_5x5,205,FALSE,Mr McFatty,0
MASTER,FALSE,510,euw1,FALSE,FALSE,RANKED_SOLO_5x5,486,TRUE,Iost in time,418
MASTER,FALSE,324,euw1,FALSE,FALSE,RANKED_SOLO_5x5,293,FALSE,Sakkaa,234
MASTER,TRUE,469,euw1,FALSE,TRUE,RANKED_SOLO_5x5,441,FALSE,EDW Iliks,453
MASTER,FALSE,88,euw1,FALSE,FALSE,RANKED_SOLO_5x5,68,FALSE,jiangyouping7,101
MASTER,FALSE,153,euw1,FALSE,FALSE,RANKED_SOLO_5x5,147,FALSE,Temolis,16
MASTER,FALSE,308,euw1,FALSE,FALSE,RANKED_SOLO_5x5,289,FALSE,Riven nightcore,0
MASTER,FALSE,109,euw1,FALSE,FALSE,RANKED_SOLO_5x5,92,TRUE,set free,19
MASTER,FALSE,426,euw1,FALSE,FALSE,RANKED_SOLO_5x5,433,FALSE,Arancia,41
MASTER,TRUE,544,euw1,FALSE,FALSE,RANKED_SOLO_5x5,534,FALSE,L9 Bonucci,110
MASTER,TRUE,952,euw1,FALSE,FALSE,RANKED_SOLO_5x5,898,FALSE,tyberzen,202
MASTER,TRUE,405,euw1,FALSE,FALSE,RANKED_SOLO_5x5,401,FALSE,NT TR1NKET,135
MASTER,FALSE,131,euw1,FALSE,FALSE,RANKED_SOLO_5x5,117,TRUE,DanTM,0
MASTER,FALSE,440,euw1,FALSE,FALSE,RANKED_SOLO_5x5,417,FALSE,IllIlIllIlIIIlII,179
MASTER,TRUE,154,euw1,FALSE,FALSE,RANKED_SOLO_5x5,108,FALSE,Report ur Mid,194
MASTER,FALSE,190,euw1,FALSE,TRUE,RANKED_SOLO_5x5,136,TRUE,yamatoJAM,32
MASTER,FALSE,185,euw1,FALSE,FALSE,RANKED_SOLO_5x5,140,FALSE,Buff gnar please,94
MASTER,FALSE,444,euw1,FALSE,TRUE,RANKED_SOLO_5x5,440,TRUE,USM Herwyn,17
MASTER,FALSE,217,euw1,FALSE,TRUE,RANKED_SOLO_5x5,183,TRUE,FaveIeiro,1
MASTER,FALSE,110,euw1,FALSE,FALSE,RANKED_SOLO_5x5,81,FALSE,205833,102
MASTER,FALSE,163,euw1,FALSE,FALSE,RANKED_SOLO_5x5,76,FALSE,TΗE Chogath Mid,84
MASTER,FALSE,326,euw1,FALSE,FALSE,RANKED_SOLO_5x5,309,FALSE,Brindaz,180
MASTER,FALSE,70,euw1,FALSE,FALSE,RANKED_SOLO_5x5,49,FALSE,General RQ,329
MASTER,FALSE,99,euw1,FALSE,TRUE,RANKED_SOLO_5x5,104,TRUE,Budget Doinb,1
MASTER,FALSE,265,euw1,FALSE,FALSE,RANKED_SOLO_5x5,246,FALSE,MTLK Filou,422
MASTER,TRUE,362,euw1,FALSE,FALSE,RANKED_SOLO_5x5,362,FALSE,Lightș Out,110
MASTER,FALSE,216,euw1,FALSE,FALSE,RANKED_SOLO_5x5,195,TRUE,Sτoπεd Snαke,0
MASTER,FALSE,102,euw1,FALSE,FALSE,RANKED_SOLO_5x5,74,FALSE,SimpleHaiki,16
MASTER,FALSE,63,euw1,FALSE,FALSE,RANKED_SOLO_5x5,53,FALSE,Shamber,181
MASTER,FALSE,94,euw1,FALSE,FALSE,RANKED_SOLO_5x5,71,FALSE,Kaoshi,62
MASTER,FALSE,88,euw1,FALSE,FALSE,RANKED_SOLO_5x5,68,FALSE,filaridhogtied,327
MASTER,FALSE,131,euw1,FALSE,FALSE,RANKED_SOLO_5x5,90,FALSE,Anαthema,75
MASTER,FALSE,787,euw1,FALSE,FALSE,RANKED_SOLO_5x5,753,TRUE,Traffy UwU,472
MASTER,FALSE,245,euw1,FALSE,TRUE,RANKED_SOLO_5x5,211,TRUE,SirTomster,59
MASTER,FALSE,111,euw1,FALSE,FALSE,RANKED_SOLO_5x5,71,FALSE,C00L ZI0M0,118
MASTER,FALSE,340,euw1,FALSE,FALSE,RANKED_SOLO_5x5,321,FALSE,ErDesty,173
MASTER,FALSE,150,euw1,FALSE,FALSE,RANKED_SOLO_5x5,153,FALSE,Sugói,16
MASTER,FALSE,76,euw1,FALSE,FALSE,RANKED_SOLO_5x5,47,FALSE,YøneWik,269
MASTER,FALSE,94,euw1,FALSE,FALSE,RANKED_SOLO_5x5,62,FALSE,chochrollo,332
MASTER,FALSE,183,euw1,FALSE,FALSE,RANKED_SOLO_5x5,147,FALSE,Le Jinxsee,180
MASTER,FALSE,73,euw1,FALSE,FALSE,RANKED_SOLO_5x5,46,FALSE,Paulo Dybala 2,32
MASTER,FALSE,179,euw1,FALSE,FALSE,RANKED_SOLO_5x5,174,FALSE,huge L taker,225
MASTER,TRUE,318,euw1,FALSE,FALSE,RANKED_SOLO_5x5,310,FALSE,Kaalox ,235
MASTER,TRUE,365,euw1,FALSE,FALSE,RANKED_SOLO_5x5,353,FALSE,superIativo,240
MASTER,FALSE,57,euw1,FALSE,FALSE,RANKED_SOLO_5x5,57,FALSE,IlIlllIIIlllIll,207
MASTER,FALSE,65,euw1,FALSE,FALSE,RANKED_SOLO_5x5,66,FALSE,xAqaaya,89
MASTER,FALSE,328,euw1,FALSE,FALSE,RANKED_SOLO_5x5,294,TRUE,Aufstieg,0
MASTER,FALSE,155,euw1,FALSE,FALSE,RANKED_SOLO_5x5,152,FALSE,soulArty,54
MASTER,FALSE,264,euw1,FALSE,FALSE,RANKED_SOLO_5x5,244,FALSE,hecarimjób,69
MASTER,FALSE,203,euw1,FALSE,FALSE,RANKED_SOLO_5x5,180,FALSE,Gedint Lunder,47
MASTER,FALSE,122,euw1,FALSE,FALSE,RANKED_SOLO_5x5,97,FALSE,Milaichigo,123
MASTER,FALSE,396,euw1,FALSE,FALSE,RANKED_SOLO_5x5,397,FALSE,Jolamo,59
MASTER,FALSE,196,euw1,FALSE,FALSE,RANKED_SOLO_5x5,156,FALSE,Very impactful,249
MASTER,FALSE,95,euw1,FALSE,FALSE,RANKED_SOLO_5x5,75,FALSE,dellal9 prrrrrrr,388
MASTER,FALSE,542,euw1,FALSE,FALSE,RANKED_SOLO_5x5,533,TRUE,alexon12,121
MASTER,FALSE,327,euw1,FALSE,FALSE,RANKED_SOLO_5x5,308,TRUE,PaperBoatMental,31
MASTER,FALSE,30,euw1,FALSE,FALSE,RANKED_SOLO_5x5,23,FALSE,ImNotSmurfingEUW,1
MASTER,FALSE,81,euw1,FALSE,FALSE,RANKED_SOLO_5x5,56,FALSE,WKT Rise,252
MASTER,FALSE,251,euw1,FALSE,TRUE,RANKED_SOLO_5x5,245,TRUE,xHydro,49
MASTER,FALSE,188,euw1,FALSE,FALSE,RANKED_SOLO_5x5,187,TRUE,SorryChatIsOFF,1
MASTER,FALSE,68,euw1,FALSE,TRUE,RANKED_SOLO_5x5,60,TRUE,kimchi warrior7,1
MASTER,FALSE,482,euw1,FALSE,TRUE,RANKED_SOLO_5x5,397,TRUE,RNG f0rest,1
MASTER,TRUE,190,euw1,FALSE,FALSE,RANKED_SOLO_5x5,156,FALSE,Rv2,243
MASTER,FALSE,411,euw1,FALSE,FALSE,RANKED_SOLO_5x5,387,TRUE,OniiKhan,464
MASTER,FALSE,201,euw1,FALSE,TRUE,RANKED_SOLO_5x5,171,FALSE,Aimo Koivunen,175
MASTER,FALSE,91,euw1,FALSE,TRUE,RANKED_SOLO_5x5,70,TRUE,Mgenno,1
MASTER,TRUE,412,euw1,FALSE,FALSE,RANKED_SOLO_5x5,404,FALSE,dsudsudsu,408
MASTER,TRUE,173,euw1,FALSE,FALSE,RANKED_SOLO_5x5,129,FALSE, Makòto,260
MASTER,TRUE,182,euw1,FALSE,FALSE,RANKED_SOLO_5x5,172,FALSE,Mój Ziom Kondzio,309
MASTER,FALSE,102,euw1,FALSE,FALSE,RANKED_SOLO_5x5,86,FALSE,BrilliantVictory,256
MASTER,FALSE,153,euw1,FALSE,TRUE,RANKED_SOLO_5x5,148,TRUE,Vate,96
MASTER,FALSE,204,euw1,FALSE,FALSE,RANKED_SOLO_5x5,169,FALSE,lrinaih,156
MASTER,FALSE,76,euw1,FALSE,FALSE,RANKED_SOLO_5x5,74,FALSE,eX PPPPPPPPPINKI,93
MASTER,TRUE,94,euw1,FALSE,FALSE,RANKED_SOLO_5x5,80,FALSE,Kelly Clarkson,106
MASTER,TRUE,128,euw1,FALSE,FALSE,RANKED_SOLO_5x5,123,FALSE,DivStiller,101
MASTER,FALSE,126,euw1,FALSE,FALSE,RANKED_SOLO_5x5,89,FALSE,PoesTILT,414
MASTER,TRUE,426,euw1,FALSE,FALSE,RANKED_SOLO_5x5,426,FALSE,StaTup,142
MASTER,TRUE,1029,euw1,FALSE,FALSE,RANKED_SOLO_5x5,1008,FALSE,Vayne God,322
MASTER,TRUE,447,euw1,FALSE,FALSE,RANKED_SOLO_5x5,454,FALSE,Cohle7,204
MASTER,FALSE,221,euw1,FALSE,FALSE,RANKED_SOLO_5x5,206,FALSE,Mik Robbach,75
MASTER,TRUE,237,euw1,FALSE,FALSE,RANKED_SOLO_5x5,229,FALSE,HondaTolec,163
MASTER,FALSE,187,euw1,FALSE,FALSE,RANKED_SOLO_5x5,186,FALSE,h0la eu,6
MASTER,FALSE,481,euw1,FALSE,TRUE,RANKED_SOLO_5x5,461,FALSE,Can1ski ,58
