TIER,VETERAN,WINS,REQUEST_REGION,INACTIVE,HOTSTREAK,QUEUE,LOSSES,FRESHBLOOD,SUMMONERNAME,LEAGUEPOINTS
MASTER,FALSE,102,br1,FALSE,TRUE,RANKED_FLEX_SR,62,TRUE,lorhão,1
MASTER,FALSE,229,br1,FALSE,FALSE,RANKED_FLEX_SR,210,TRUE,Shy Earth,26
MASTER,FALSE,152,br1,FALSE,FALSE,RANKED_FLEX_SR,126,TRUE,DRÖGA É O CARLOS,1
MASTER,FALSE,77,br1,FALSE,FALSE,RANKED_FLEX_SR,59,TRUE,Cursola,1
MASTER,FALSE,244,br1,FALSE,FALSE,RANKED_FLEX_SR,249,TRUE,TuIIy,1
MASTER,FALSE,176,br1,FALSE,TRUE,RANKED_FLEX_SR,159,TRUE,Luígi,9
MASTER,FALSE,103,br1,FALSE,FALSE,RANKED_FLEX_SR,69,TRUE,low of solipsism,0
MASTER,FALSE,263,br1,FALSE,FALSE,RANKED_FLEX_SR,249,TRUE,Isi,0
MASTER,FALSE,133,br1,FALSE,FALSE,RANKED_FLEX_SR,99,TRUE,Ttinhas,14
MASTER,FALSE,69,br1,FALSE,FALSE,RANKED_FLEX_SR,56,FALSE,Ionely love,35
MASTER,FALSE,48,br1,FALSE,FALSE,RANKED_FLEX_SR,37,TRUE,mono maIphite,1
MASTER,FALSE,213,br1,FALSE,FALSE,RANKED_FLEX_SR,203,TRUE,maka,0
MASTER,FALSE,121,br1,FALSE,FALSE,RANKED_FLEX_SR,81,TRUE,N3R0,138
MASTER,FALSE,155,eun1,FALSE,FALSE,RANKED_SOLO_5x5,144,TRUE,TwTv Zilean1919,39
MASTER,FALSE,72,eun1,FALSE,TRUE,RANKED_SOLO_5x5,70,TRUE,rank 1 is mine1,164
MASTER,FALSE,35,eun1,FALSE,FALSE,RANKED_SOLO_5x5,24,TRUE,BYLB Eternal,160
MASTER,FALSE,267,eun1,FALSE,TRUE,RANKED_SOLO_5x5,213,TRUE,cpsn,1
MASTER,FALSE,163,eun1,FALSE,FALSE,RANKED_SOLO_5x5,144,TRUE,Jαson Bourne,0
MASTER,FALSE,275,eun1,FALSE,FALSE,RANKED_SOLO_5x5,217,TRUE,Tentαcle Smαsh,32
MASTER,FALSE,707,eun1,FALSE,TRUE,RANKED_SOLO_5x5,672,TRUE,Quarter Turn,49
MASTER,FALSE,88,eun1,FALSE,TRUE,RANKED_SOLO_5x5,69,TRUE,Slim Shadyyyy,1
MASTER,FALSE,112,eun1,FALSE,FALSE,RANKED_SOLO_5x5,118,TRUE,I hate myself,0
MASTER,FALSE,144,eun1,FALSE,TRUE,RANKED_SOLO_5x5,98,TRUE,KawaiiGuy11,1
MASTER,FALSE,207,eun1,FALSE,TRUE,RANKED_SOLO_5x5,133,TRUE,SalamaTempest,1
MASTER,FALSE,222,eun1,FALSE,FALSE,RANKED_SOLO_5x5,202,TRUE,Tilted Talon,16
MASTER,FALSE,45,eun1,FALSE,FALSE,RANKED_SOLO_5x5,41,TRUE,Summoner254,5
MASTER,FALSE,155,eun1,FALSE,FALSE,RANKED_SOLO_5x5,122,TRUE,Miloxs,0
MASTER,FALSE,200,eun1,FALSE,FALSE,RANKED_SOLO_5x5,157,TRUE,Iufa,46
MASTER,FALSE,134,eun1,FALSE,TRUE,RANKED_SOLO_5x5,124,TRUE,Jοtaro Kujo,16
MASTER,FALSE,118,eun1,FALSE,TRUE,RANKED_SOLO_5x5,105,TRUE,Jerkkua,1
MASTER,FALSE,208,eun1,FALSE,FALSE,RANKED_SOLO_5x5,181,TRUE,xDuvelox,1
MASTER,FALSE,203,eun1,FALSE,FALSE,RANKED_SOLO_5x5,178,TRUE,From1LevelToChal,16
MASTER,FALSE,203,eun1,FALSE,FALSE,RANKED_SOLO_5x5,200,TRUE,Axeon,24
MASTER,FALSE,380,eun1,FALSE,FALSE,RANKED_SOLO_5x5,317,TRUE,Morior Ìnvictus,62
MASTER,FALSE,428,eun1,FALSE,FALSE,RANKED_SOLO_5x5,391,TRUE,smiec z grecji,0
MASTER,FALSE,470,eun1,FALSE,FALSE,RANKED_SOLO_5x5,458,TRUE,Ciz burger,1
MASTER,FALSE,169,eun1,FALSE,FALSE,RANKED_SOLO_5x5,124,TRUE,I Foxu I,0
MASTER,FALSE,156,eun1,FALSE,FALSE,RANKED_SOLO_5x5,136,TRUE,ΑΓΟΡΙΝΑΣ,0
MASTER,FALSE,144,eun1,FALSE,FALSE,RANKED_SOLO_5x5,97,TRUE,wtb szalik monar,1
MASTER,FALSE,58,br1,FALSE,TRUE,RANKED_FLEX_SR,28,TRUE,Mr Woopet,1
MASTER,FALSE,125,br1,FALSE,FALSE,RANKED_FLEX_SR,111,TRUE,Prof Marreirinha,1
MASTER,FALSE,230,br1,FALSE,FALSE,RANKED_FLEX_SR,193,TRUE,Hasin,24
MASTER,FALSE,47,br1,FALSE,FALSE,RANKED_FLEX_SR,28,TRUE,DreamSDestroYer,1
MASTER,FALSE,47,br1,FALSE,TRUE,RANKED_FLEX_SR,21,TRUE,CLS5 Nixx,1
MASTER,FALSE,278,br1,FALSE,TRUE,RANKED_FLEX_SR,248,TRUE,Dybanha,1
MASTER,FALSE,75,br1,FALSE,FALSE,RANKED_FLEX_SR,54,TRUE,amor não existe,1
MASTER,FALSE,78,br1,FALSE,FALSE,RANKED_FLEX_SR,53,TRUE,MrYgor,1
MASTER,FALSE,111,br1,FALSE,TRUE,RANKED_FLEX_SR,88,TRUE,Marechal Warwick,1
MASTER,FALSE,136,br1,FALSE,FALSE,RANKED_FLEX_SR,114,TRUE,tchecato,1
MASTER,FALSE,136,br1,FALSE,TRUE,RANKED_FLEX_SR,107,TRUE,Sawamu,9
MASTER,FALSE,146,br1,FALSE,TRUE,RANKED_FLEX_SR,129,TRUE,Pedart,1
MASTER,FALSE,99,br1,FALSE,FALSE,RANKED_FLEX_SR,83,TRUE,II MonoKaiser II,0
MASTER,FALSE,232,br1,FALSE,FALSE,RANKED_FLEX_SR,182,TRUE,b x,1
MASTER,FALSE,82,br1,FALSE,FALSE,RANKED_FLEX_SR,59,TRUE,Sachmet,1
MASTER,FALSE,187,br1,FALSE,FALSE,RANKED_FLEX_SR,163,TRUE,Vayne das Arábia,0
GRANDMASTER,FALSE,206,eun1,FALSE,FALSE,RANKED_SOLO_5x5,145,TRUE,PolskiKoz,399
GRANDMASTER,FALSE,37,eun1,FALSE,FALSE,RANKED_SOLO_5x5,15,TRUE,Selfish Top,469
GRANDMASTER,FALSE,159,eun1,FALSE,FALSE,RANKED_SOLO_5x5,127,TRUE,Krece śmigłem,342
GRANDMASTER,FALSE,315,eun1,FALSE,FALSE,RANKED_SOLO_5x5,279,FALSE,Cheese Paradox,339
MASTER,FALSE,42,eun1,FALSE,FALSE,RANKED_SOLO_5x5,25,TRUE,Bestur,1
MASTER,FALSE,254,eun1,FALSE,FALSE,RANKED_SOLO_5x5,220,TRUE,Repôrt,14
MASTER,FALSE,97,eun1,FALSE,FALSE,RANKED_SOLO_5x5,65,TRUE,Loﬁ,1
MASTER,FALSE,50,eun1,FALSE,TRUE,RANKED_SOLO_5x5,31,TRUE,TurboSushi,37
MASTER,FALSE,290,eun1,FALSE,FALSE,RANKED_SOLO_5x5,290,TRUE,LeMy33,1
MASTER,FALSE,384,eun1,FALSE,FALSE,RANKED_SOLO_5x5,392,TRUE, F L Ø R E N,1
MASTER,FALSE,226,eun1,FALSE,FALSE,RANKED_SOLO_5x5,195,TRUE,AG Bawan,0
MASTER,FALSE,86,eun1,FALSE,FALSE,RANKED_SOLO_5x5,60,TRUE,wing00gr,1
MASTER,FALSE,127,eun1,FALSE,FALSE,RANKED_SOLO_5x5,95,TRUE,Lucky Seven,6
MASTER,FALSE,77,eun1,FALSE,FALSE,RANKED_SOLO_5x5,45,TRUE,aesthetic fang,2
MASTER,FALSE,372,eun1,FALSE,FALSE,RANKED_SOLO_5x5,328,TRUE,cecicu1,80
MASTER,FALSE,402,eun1,FALSE,FALSE,RANKED_SOLO_5x5,415,TRUE,Blùffed,23
MASTER,FALSE,302,eun1,FALSE,FALSE,RANKED_SOLO_5x5,293,TRUE,NRG Squishy,71
MASTER,FALSE,343,eun1,FALSE,TRUE,RANKED_SOLO_5x5,330,TRUE,Alex Pompierul 1,112
MASTER,FALSE,287,eun1,FALSE,FALSE,RANKED_SOLO_5x5,258,TRUE,Bonhurt,86
MASTER,FALSE,567,eun1,FALSE,TRUE,RANKED_SOLO_5x5,513,TRUE,bot unimportant,1
MASTER,FALSE,452,eun1,FALSE,FALSE,RANKED_SOLO_5x5,391,TRUE,Vyhřátá žíněnka,51
MASTER,FALSE,394,eun1,FALSE,FALSE,RANKED_SOLO_5x5,365,TRUE,Shaiden Rogue xO,90
MASTER,FALSE,172,eun1,FALSE,FALSE,RANKED_SOLO_5x5,154,TRUE,Scαrpy,1
MASTER,FALSE,298,eun1,FALSE,FALSE,RANKED_SOLO_5x5,250,TRUE,Psiskous,0
MASTER,FALSE,74,eun1,FALSE,FALSE,RANKED_SOLO_5x5,43,TRUE,Secret L9 shhh,1
MASTER,FALSE,195,eun1,FALSE,FALSE,RANKED_SOLO_5x5,194,TRUE,Man in Sky,0
MASTER,FALSE,355,eun1,FALSE,FALSE,RANKED_SOLO_5x5,366,TRUE,EASTERN DOGS,0
MASTER,FALSE,354,eun1,FALSE,FALSE,RANKED_SOLO_5x5,347,TRUE,xMerry,14
MASTER,FALSE,40,eun1,FALSE,FALSE,RANKED_SOLO_5x5,22,TRUE,zytan xD,298
MASTER,FALSE,146,eun1,FALSE,FALSE,RANKED_SOLO_5x5,127,TRUE,Lady Kathalea,1
MASTER,FALSE,148,eun1,FALSE,FALSE,RANKED_SOLO_5x5,118,TRUE,EUNE DOG XDD,0
MASTER,FALSE,428,eun1,FALSE,FALSE,RANKED_SOLO_5x5,388,TRUE,DGaby,47
MASTER,FALSE,60,eun1,FALSE,FALSE,RANKED_SOLO_5x5,20,TRUE,SnapKr,37
MASTER,FALSE,159,eun1,FALSE,FALSE,RANKED_SOLO_5x5,107,TRUE,JinxGod00,1
MASTER,FALSE,126,eun1,FALSE,FALSE,RANKED_SOLO_5x5,84,TRUE,Feed me Im High,0
MASTER,FALSE,379,eun1,FALSE,TRUE,RANKED_SOLO_5x5,309,TRUE,ÛFO,47
MASTER,FALSE,330,eun1,FALSE,TRUE,RANKED_SOLO_5x5,312,TRUE,Feela on Top,18
MASTER,FALSE,197,eun1,FALSE,TRUE,RANKED_SOLO_5x5,177,TRUE,NS komah,1
MASTER,FALSE,82,eun1,FALSE,TRUE,RANKED_SOLO_5x5,72,TRUE,Jan Kraus,1
MASTER,FALSE,645,eun1,FALSE,FALSE,RANKED_SOLO_5x5,651,TRUE,hakuna matata 1,36
MASTER,FALSE,169,eun1,FALSE,FALSE,RANKED_SOLO_5x5,125,TRUE,Øne trick pøny,13
MASTER,FALSE,49,eun1,FALSE,FALSE,RANKED_SOLO_5x5,49,TRUE,ukiko,47
MASTER,FALSE,715,eun1,FALSE,TRUE,RANKED_SOLO_5x5,708,TRUE,cυmspaceglider,1
MASTER,FALSE,101,eun1,FALSE,FALSE,RANKED_SOLO_5x5,97,TRUE,tamponlover69,16
MASTER,FALSE,117,eun1,FALSE,FALSE,RANKED_SOLO_5x5,91,TRUE,vasbyerik,0
MASTER,FALSE,149,eun1,FALSE,FALSE,RANKED_SOLO_5x5,104,TRUE,Maddø Scientistø,37
MASTER,FALSE,28,eun1,FALSE,FALSE,RANKED_SOLO_5x5,21,TRUE,Jhein v2,104
MASTER,FALSE,305,eun1,FALSE,TRUE,RANKED_SOLO_5x5,252,TRUE,LemxoN,1
MASTER,FALSE,104,eun1,FALSE,FALSE,RANKED_SOLO_5x5,67,TRUE,Thin,153
MASTER,FALSE,109,eun1,FALSE,TRUE,RANKED_SOLO_5x5,110,TRUE, łiłiłiłiłiłiłił,1
MASTER,FALSE,93,eun1,FALSE,FALSE,RANKED_SOLO_5x5,77,TRUE,DRAIN GANG 1,4
MASTER,FALSE,263,eun1,FALSE,FALSE,RANKED_SOLO_5x5,199,TRUE,puffbird,1
MASTER,FALSE,197,eun1,FALSE,FALSE,RANKED_SOLO_5x5,165,TRUE,G2 Abronis,18
MASTER,FALSE,365,eun1,FALSE,FALSE,RANKED_SOLO_5x5,324,TRUE,Topzílla,13
MASTER,FALSE,525,eun1,FALSE,TRUE,RANKED_SOLO_5x5,469,TRUE,Shi no Shirushi9,18
MASTER,FALSE,74,eun1,FALSE,FALSE,RANKED_SOLO_5x5,63,TRUE,MrAndersonNeo,0
MASTER,FALSE,270,eun1,FALSE,FALSE,RANKED_SOLO_5x5,207,TRUE,James Brønz,71
MASTER,FALSE,376,eun1,FALSE,FALSE,RANKED_SOLO_5x5,344,TRUE,eenra,0
MASTER,FALSE,316,eun1,FALSE,FALSE,RANKED_SOLO_5x5,301,TRUE,Balnator,42
MASTER,FALSE,197,eun1,FALSE,TRUE,RANKED_SOLO_5x5,134,TRUE,Sergei Stanishev,95
MASTER,FALSE,274,eun1,FALSE,FALSE,RANKED_SOLO_5x5,280,TRUE,Tomiikwow,0
MASTER,FALSE,84,eun1,FALSE,TRUE,RANKED_SOLO_5x5,59,TRUE,llllSUPPORTllll,1
MASTER,FALSE,75,br1,FALSE,TRUE,RANKED_SOLO_5x5,48,TRUE,GONEGONETHANKYOU,161
MASTER,FALSE,122,br1,FALSE,FALSE,RANKED_SOLO_5x5,87,TRUE,zzza,49
MASTER,FALSE,186,br1,FALSE,TRUE,RANKED_SOLO_5x5,133,TRUE,DJIMI DIFF,1
MASTER,FALSE,161,br1,FALSE,TRUE,RANKED_SOLO_5x5,135,TRUE,XGordãoAtômicoX,1
MASTER,FALSE,178,br1,FALSE,FALSE,RANKED_SOLO_5x5,183,TRUE,Cassetarì,0
MASTER,FALSE,245,br1,FALSE,FALSE,RANKED_SOLO_5x5,220,TRUE,chinese guy,75
MASTER,FALSE,257,br1,FALSE,FALSE,RANKED_SOLO_5x5,224,TRUE,Linnas,1
MASTER,FALSE,408,br1,FALSE,TRUE,RANKED_SOLO_5x5,415,TRUE,Kanov,1
MASTER,FALSE,110,br1,FALSE,TRUE,RANKED_SOLO_5x5,101,TRUE,woorZy,1
MASTER,FALSE,273,br1,FALSE,TRUE,RANKED_SOLO_5x5,263,TRUE,PrinnyVergilDood,24
MASTER,FALSE,236,br1,FALSE,FALSE,RANKED_SOLO_5x5,231,TRUE,Rikye Ackerman,20
MASTER,FALSE,37,br1,FALSE,FALSE,RANKED_SOLO_5x5,28,TRUE,TheCortez1,1
MASTER,FALSE,108,br1,FALSE,FALSE,RANKED_SOLO_5x5,99,TRUE,Sharon den Adel,1
MASTER,FALSE,550,br1,FALSE,FALSE,RANKED_SOLO_5x5,524,TRUE,Mind Peace,1
MASTER,FALSE,324,br1,FALSE,FALSE,RANKED_SOLO_5x5,293,TRUE,Tatu Safado XD,25
MASTER,FALSE,97,br1,FALSE,FALSE,RANKED_SOLO_5x5,73,TRUE,cryFinho,89
MASTER,FALSE,173,br1,FALSE,FALSE,RANKED_SOLO_5x5,138,TRUE,F A Manifest ,20
MASTER,FALSE,254,br1,FALSE,FALSE,RANKED_SOLO_5x5,265,TRUE,kk blz,33
MASTER,FALSE,269,br1,FALSE,FALSE,RANKED_SOLO_5x5,248,TRUE,T1 Arcanine,0
MASTER,FALSE,284,br1,FALSE,FALSE,RANKED_SOLO_5x5,283,TRUE,grande dia,2
MASTER,FALSE,316,br1,FALSE,TRUE,RANKED_SOLO_5x5,300,TRUE,Viceid999,47
MASTER,FALSE,344,br1,FALSE,TRUE,RANKED_SOLO_5x5,338,TRUE,EDG Mëiko,101
MASTER,FALSE,334,br1,FALSE,TRUE,RANKED_SOLO_5x5,313,TRUE,Abbud2,74
MASTER,FALSE,271,br1,FALSE,FALSE,RANKED_SOLO_5x5,228,TRUE,Rosa de Noxus,0
MASTER,FALSE,623,br1,FALSE,FALSE,RANKED_SOLO_5x5,599,TRUE,PFIZER CoronaVac,0
MASTER,FALSE,350,br1,FALSE,TRUE,RANKED_SOLO_5x5,306,TRUE,Paulista II,1
MASTER,FALSE,171,br1,FALSE,FALSE,RANKED_SOLO_5x5,173,TRUE,Sun Fire Rx,1
MASTER,FALSE,132,br1,FALSE,FALSE,RANKED_SOLO_5x5,90,TRUE,Defy Gravity,1
MASTER,FALSE,214,br1,FALSE,FALSE,RANKED_SOLO_5x5,174,TRUE,Tiranossauro Rek,31
MASTER,FALSE,184,br1,FALSE,FALSE,RANKED_SOLO_5x5,176,TRUE,The Kirito,0
MASTER,FALSE,251,br1,FALSE,FALSE,RANKED_SOLO_5x5,231,TRUE,IZG Fox,1
MASTER,FALSE,198,br1,FALSE,FALSE,RANKED_SOLO_5x5,210,TRUE,Joker Lextas,19
MASTER,FALSE,73,br1,FALSE,FALSE,RANKED_SOLO_5x5,41,TRUE,love u kisses,0
MASTER,FALSE,105,br1,FALSE,FALSE,RANKED_SOLO_5x5,115,TRUE,prehistoric,22
MASTER,FALSE,148,br1,FALSE,FALSE,RANKED_SOLO_5x5,155,TRUE,Miracle runnnn,1
MASTER,FALSE,110,br1,FALSE,FALSE,RANKED_SOLO_5x5,51,TRUE,NaiTz z z ,1
MASTER,FALSE,113,br1,FALSE,FALSE,RANKED_SOLO_5x5,81,TRUE,AureosXx,53
MASTER,FALSE,264,br1,FALSE,FALSE,RANKED_SOLO_5x5,259,TRUE,Dolo Normativo,69
MASTER,FALSE,664,br1,FALSE,FALSE,RANKED_SOLO_5x5,629,TRUE,6WEN,75
MASTER,FALSE,338,br1,FALSE,FALSE,RANKED_SOLO_5x5,289,TRUE,corte TRAMONTINA,16
MASTER,FALSE,778,br1,FALSE,FALSE,RANKED_SOLO_5x5,742,TRUE,TersonaI Prainer,61
MASTER,FALSE,121,br1,FALSE,TRUE,RANKED_SOLO_5x5,92,TRUE,xN1ghtmare,1
MASTER,FALSE,214,br1,FALSE,FALSE,RANKED_SOLO_5x5,203,TRUE,LOUD Brance,0
MASTER,FALSE,269,br1,FALSE,FALSE,RANKED_SOLO_5x5,248,TRUE,AgenteGuerra223,56
MASTER,FALSE,65,br1,FALSE,TRUE,RANKED_SOLO_5x5,35,TRUE,halloween13,1
MASTER,FALSE,42,br1,FALSE,FALSE,RANKED_SOLO_5x5,35,TRUE,THEWAVEOF7BELO,24
MASTER,FALSE,307,br1,FALSE,FALSE,RANKED_SOLO_5x5,325,TRUE,Skinny GoD,0
MASTER,FALSE,177,br1,FALSE,FALSE,RANKED_SOLO_5x5,171,TRUE,calado burro,15
MASTER,FALSE,407,br1,FALSE,TRUE,RANKED_SOLO_5x5,365,TRUE,twitch koallapr,1
MASTER,FALSE,250,br1,FALSE,TRUE,RANKED_SOLO_5x5,228,TRUE,Boogieman,1
MASTER,FALSE,181,br1,FALSE,FALSE,RANKED_SOLO_5x5,154,TRUE,Suicidio Polonês,1
MASTER,FALSE,437,br1,FALSE,FALSE,RANKED_SOLO_5x5,415,TRUE,always get up,1
MASTER,FALSE,136,br1,FALSE,FALSE,RANKED_SOLO_5x5,116,TRUE,Itz Me Miiller,1
GRANDMASTER,FALSE,113,br1,FALSE,FALSE,RANKED_FLEX_SR,48,TRUE,te dua,232
MASTER,FALSE,262,br1,FALSE,TRUE,RANKED_FLEX_SR,255,TRUE,Bryanstunbr,1
MASTER,FALSE,235,br1,FALSE,TRUE,RANKED_FLEX_SR,201,TRUE,The Kanka Farmer,1
MASTER,FALSE,104,br1,FALSE,FALSE,RANKED_FLEX_SR,74,TRUE,deranged,0
MASTER,FALSE,60,br1,FALSE,FALSE,RANKED_FLEX_SR,37,TRUE,Mamei o Banhos,38
MASTER,FALSE,190,br1,FALSE,FALSE,RANKED_FLEX_SR,160,TRUE,Chippa,1
MASTER,FALSE,198,br1,FALSE,FALSE,RANKED_FLEX_SR,167,TRUE,RPW Lukkin,51
MASTER,FALSE,232,br1,FALSE,TRUE,RANKED_FLEX_SR,204,TRUE,Pequeno Alan,1
MASTER,FALSE,197,br1,FALSE,FALSE,RANKED_FLEX_SR,159,TRUE,Grongos Do SEX0,0
MASTER,FALSE,21,br1,FALSE,FALSE,RANKED_FLEX_SR,11,TRUE,Max oZUeiro,1
MASTER,FALSE,61,br1,FALSE,FALSE,RANKED_FLEX_SR,37,TRUE,Tàlôn,1
MASTER,FALSE,154,br1,FALSE,FALSE,RANKED_FLEX_SR,123,TRUE,Xhyzd,0
MASTER,FALSE,436,br1,FALSE,TRUE,RANKED_FLEX_SR,391,TRUE,Darius Broxa,99
MASTER,FALSE,87,br1,FALSE,TRUE,RANKED_FLEX_SR,50,TRUE,Kalista,1
MASTER,FALSE,67,br1,FALSE,TRUE,RANKED_FLEX_SR,35,TRUE,zGBR,1
MASTER,FALSE,223,br1,FALSE,TRUE,RANKED_FLEX_SR,199,TRUE,im carry you,1
MASTER,FALSE,176,br1,FALSE,TRUE,RANKED_FLEX_SR,133,TRUE,Bellinha,1
MASTER,FALSE,149,br1,FALSE,FALSE,RANKED_FLEX_SR,108,TRUE,Congelado,1
MASTER,FALSE,250,br1,FALSE,TRUE,RANKED_FLEX_SR,221,TRUE, be terrified,1
MASTER,FALSE,405,br1,FALSE,FALSE,RANKED_FLEX_SR,387,TRUE,Texugö,29
MASTER,FALSE,214,br1,FALSE,FALSE,RANKED_FLEX_SR,188,TRUE,Persef,1
MASTER,FALSE,149,br1,FALSE,FALSE,RANKED_FLEX_SR,128,TRUE,LOBINHO TRYHARD,1
MASTER,FALSE,278,br1,FALSE,FALSE,RANKED_FLEX_SR,275,TRUE,Felibrane,1
MASTER,FALSE,128,br1,FALSE,TRUE,RANKED_FLEX_SR,100,TRUE,player19,1
MASTER,FALSE,228,br1,FALSE,FALSE,RANKED_FLEX_SR,197,TRUE,Silicone no Toba,0
MASTER,TRUE,494,br1,FALSE,FALSE,RANKED_SOLO_5x5,464,FALSE,Vitalzin,102
MASTER,TRUE,363,br1,FALSE,FALSE,RANKED_SOLO_5x5,355,FALSE,bonner chan,302
MASTER,TRUE,525,br1,FALSE,FALSE,RANKED_SOLO_5x5,474,FALSE,MIDKING548,242
MASTER,FALSE,83,br1,FALSE,FALSE,RANKED_SOLO_5x5,62,FALSE,ito de calcinha ,23
MASTER,FALSE,118,br1,FALSE,TRUE,RANKED_SOLO_5x5,91,TRUE,Breno Amorim,1
MASTER,FALSE,138,br1,FALSE,FALSE,RANKED_SOLO_5x5,102,FALSE,Overr,7
MASTER,FALSE,135,br1,FALSE,FALSE,RANKED_SOLO_5x5,112,TRUE,ENFIM O BROXA,16
MASTER,FALSE,577,br1,FALSE,FALSE,RANKED_SOLO_5x5,566,FALSE,Dec          ceD,346
MASTER,FALSE,115,br1,FALSE,FALSE,RANKED_SOLO_5x5,117,FALSE,DK cänyön,0
MASTER,TRUE,246,br1,FALSE,FALSE,RANKED_SOLO_5x5,238,FALSE,quantity,273
MASTER,TRUE,161,br1,FALSE,FALSE,RANKED_SOLO_5x5,119,FALSE,Fiordan,269
MASTER,FALSE,377,br1,FALSE,FALSE,RANKED_SOLO_5x5,360,TRUE,CS NaGoD,1
MASTER,FALSE,227,br1,FALSE,TRUE,RANKED_SOLO_5x5,199,FALSE,lost motives,385
MASTER,FALSE,80,br1,FALSE,FALSE,RANKED_SOLO_5x5,48,FALSE,Vhunaiite,236
MASTER,FALSE,376,br1,FALSE,FALSE,RANKED_SOLO_5x5,363,TRUE,FABINHO 11,29
MASTER,FALSE,248,br1,FALSE,TRUE,RANKED_SOLO_5x5,215,FALSE,rx pssR,174
MASTER,FALSE,115,br1,FALSE,FALSE,RANKED_SOLO_5x5,83,FALSE,Hiriaki,41
MASTER,TRUE,517,br1,FALSE,FALSE,RANKED_SOLO_5x5,502,FALSE,Thanagar,354
MASTER,TRUE,324,br1,FALSE,FALSE,RANKED_SOLO_5x5,276,FALSE,batata 12121212,31
MASTER,FALSE,111,br1,FALSE,TRUE,RANKED_SOLO_5x5,106,TRUE,Tsujigiri,1
MASTER,FALSE,221,br1,FALSE,FALSE,RANKED_SOLO_5x5,202,FALSE,Riper,426
MASTER,FALSE,244,br1,FALSE,FALSE,RANKED_SOLO_5x5,240,TRUE,julyo o pequeno,104
MASTER,FALSE,232,br1,FALSE,FALSE,RANKED_SOLO_5x5,181,FALSE,posesión cruel,46
MASTER,FALSE,342,br1,FALSE,FALSE,RANKED_SOLO_5x5,286,FALSE,fique monstro,114
MASTER,FALSE,177,br1,FALSE,FALSE,RANKED_SOLO_5x5,145,FALSE,ShaytanHuntar,241
MASTER,TRUE,251,br1,FALSE,FALSE,RANKED_SOLO_5x5,243,FALSE,coochie man,148
MASTER,FALSE,488,br1,FALSE,TRUE,RANKED_SOLO_5x5,469,TRUE,Ravoki,511
MASTER,FALSE,243,br1,FALSE,FALSE,RANKED_SOLO_5x5,232,TRUE,biel online,0
MASTER,FALSE,840,br1,FALSE,FALSE,RANKED_SOLO_5x5,833,FALSE,ruinned,208
MASTER,FALSE,397,br1,FALSE,TRUE,RANKED_SOLO_5x5,366,TRUE,night darkness,1
MASTER,FALSE,163,br1,FALSE,FALSE,RANKED_SOLO_5x5,148,FALSE,Katarina de Nike,35
MASTER,FALSE,454,br1,FALSE,TRUE,RANKED_SOLO_5x5,400,TRUE,edupinha,1
MASTER,FALSE,126,br1,FALSE,FALSE,RANKED_SOLO_5x5,90,FALSE,needy and horny,90
MASTER,FALSE,49,br1,FALSE,FALSE,RANKED_SOLO_5x5,36,TRUE,sayanee,19
MASTER,FALSE,123,br1,FALSE,FALSE,RANKED_SOLO_5x5,108,TRUE,ArckSiix,64
MASTER,FALSE,123,br1,FALSE,FALSE,RANKED_SOLO_5x5,102,TRUE,KüruK,18
MASTER,FALSE,376,br1,FALSE,FALSE,RANKED_SOLO_5x5,315,TRUE,KATKlNG,0
MASTER,FALSE,195,br1,FALSE,FALSE,RANKED_SOLO_5x5,197,TRUE,HLY Navi,1
MASTER,FALSE,144,br1,FALSE,FALSE,RANKED_SOLO_5x5,152,TRUE,42312,57
MASTER,FALSE,624,br1,FALSE,FALSE,RANKED_SOLO_5x5,573,TRUE,64992776517,184
MASTER,FALSE,469,br1,FALSE,FALSE,RANKED_SOLO_5x5,425,TRUE,Masake1,476
MASTER,FALSE,170,br1,FALSE,FALSE,RANKED_SOLO_5x5,144,FALSE,GarciaDesign,0
MASTER,TRUE,300,br1,FALSE,FALSE,RANKED_SOLO_5x5,260,FALSE,BRB Dante,206
MASTER,FALSE,253,br1,FALSE,TRUE,RANKED_SOLO_5x5,206,FALSE,DragonBTW,17
MASTER,FALSE,338,br1,FALSE,FALSE,RANKED_SOLO_5x5,324,FALSE,3ktsuu3,34
MASTER,TRUE,179,br1,FALSE,FALSE,RANKED_SOLO_5x5,151,FALSE,Spring Story,405
MASTER,FALSE,254,br1,FALSE,FALSE,RANKED_SOLO_5x5,231,TRUE,Kacomon,1
MASTER,FALSE,80,br1,FALSE,TRUE,RANKED_SOLO_5x5,50,TRUE,lyly,1
MASTER,FALSE,101,br1,FALSE,FALSE,RANKED_SOLO_5x5,81,FALSE,So jogo MlD,90
MASTER,TRUE,201,br1,FALSE,FALSE,RANKED_SOLO_5x5,180,FALSE,Akaashï,152
MASTER,FALSE,184,br1,FALSE,FALSE,RANKED_SOLO_5x5,172,FALSE,pnet,16
MASTER,FALSE,170,br1,FALSE,FALSE,RANKED_SOLO_5x5,158,FALSE,Iguatemy,14
MASTER,FALSE,284,br1,FALSE,FALSE,RANKED_SOLO_5x5,247,FALSE,Sanik,35
MASTER,FALSE,93,br1,FALSE,FALSE,RANKED_SOLO_5x5,50,TRUE,310 clear,448
MASTER,FALSE,147,br1,FALSE,FALSE,RANKED_SOLO_5x5,118,FALSE,Darkdthegreatest,86
